0,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0061,0.8718,0.1282,0.9939,0.0016,0.9429,0.0571,0.9984,0.0003,0.9802,0.0198,0.9997,0.0000,0.9933,0.0067,1.0000
1,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
2,0.4500,0.4500,0.5500,0.5500,0.7105,0.1262,0.8738,0.2895,0.3924,0.2596,0.7404,0.6076,0.7368,0.0228,0.9772,0.2632,0.8718,0.0061,0.9939,0.1282,0.9429,0.0016,0.9984,0.0571,0.9802,0.0003,0.9997,0.0198,0.9933,0.0000,1.0000,0.0067
3,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
4,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.2596,0.3924,0.6076,0.7404,0.4599,0.1453,0.8547,0.5401,0.1831,0.2922,0.7078,0.8169,0.0380,0.5533,0.4467,0.9620,0.0103,0.7505,0.2495,0.9897,0.0035,0.8575,0.1425,0.9965,0.0012,0.9233,0.0767,0.9988,0.0002,0.9730,0.0270,0.9998,0.0000,0.9908,0.0092,1.0000
5,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.2596,0.3924,0.6076,0.7404,0.0228,0.7368,0.2632,0.9772,0.0920,0.1573,0.8427,0.9080,0.1822,0.0413,0.9587,0.8178,0.4007,0.0061,0.9939,0.5993,0.1496,0.0147,0.9853,0.8504,0.0554,0.0270,0.9730,0.9446,0.0145,0.0608,0.9392,0.9855,0.0078,0.0733,0.9267,0.9922,0.0155,0.0257,0.9743,0.9845,0.0065,0.0421,0.9579,0.9935,0.0012,0.1165,0.8835,0.9988
6,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
7,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
8,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
9,0.4500,0.4500,0.5500,0.5500,0.1262,0.7105,0.2895,0.8738,0.0095,0.9141,0.0859,0.9905,0.0025,0.9627,0.0373,0.9975,0.0002,0.9911,0.0089,0.9998
10,0.4500,0.4500,0.5500,0.5500,0.7105,0.1262,0.8738,0.2895,0.9141,0.0095,0.9905,0.0859,0.9627,0.0025,0.9975,0.0373,0.9911,0.0002,0.9998,0.0089
11,0.4500,0.4500,0.5500,0.5500,0.7105,0.1262,0.8738,0.2895,0.9141,0.0095,0.9905,0.0859,0.9627,0.0025,0.9975,0.0373,0.9911,0.0002,0.9998,0.0089
