0,-1,-1,-1,-1.0000,0,0.5000,0.5000
0,0,8,8,0.9848,1,0.1875,0.8125
0,0,7,7,0.9645,0,0.2571,0.7429
0,0,3,3,0.9907,1,0.1034,0.8966
0,0,5,5,0.9786,1,0.0370,0.9630
0,0,9,9,0.9715,1,0.0055,0.9945
0,0,17,8,0.9453,1,0.0013,0.9987
0,0,6,6,0.9935,1,0.0003,0.9997
0,0,16,7,0.9919,0,0.0005,0.9995
0,0,18,9,0.9891,0,0.0014,0.9986
0,0,14,5,0.8483,0,0.0043,0.9957
0,0,12,3,0.8503,1,0.0014,0.9986
0,0,4,4,0.9188,1,0.0006,0.9994
0,0,13,4,0.9086,1,0.0003,0.9997
0,0,1,1,0.6467,1,0.0001,0.9999
0,0,2,2,0.5207,1,0.0001,0.9999
0,0,10,1,0.7040,1,0.0000,1.0000
0,0,15,6,0.7454,1,0.0000,1.0000
0,0,11,2,0.6073,1,0.0000,1.0000
1,-1,-1,-1,-1.0000,0,0.5000,0.5000
1,0,5,5,0.9678,0,0.7500,0.2500
1,0,1,1,0.9371,1,0.6000,0.4000
1,0,6,6,0.8052,1,0.2727,0.7273
1,0,7,7,0.6234,1,0.2000,0.8000
1,0,2,2,0.9738,1,0.0933,0.9067
1,0,9,9,0.9843,1,0.0145,0.9855
1,0,4,4,0.9990,1,0.0063,0.9937
1,0,3,3,0.9624,1,0.0021,0.9979
1,0,12,3,0.9831,1,0.0007,0.9993
1,0,16,7,0.9871,0,0.0010,0.9990
1,0,10,1,0.8240,1,0.0005,0.9995
1,0,15,6,0.6799,1,0.0001,0.9999
1,0,11,2,0.8496,1,0.0001,0.9999
1,0,8,8,0.8764,1,0.0000,1.0000
1,0,17,8,0.8867,1,0.0000,1.0000
1,0,18,9,0.9019,1,0.0000,1.0000
1,0,14,5,0.7638,1,0.0000,1.0000
1,0,13,4,0.4277,1,0.0000,1.0000
2,-1,-1,-1,-1.0000,0,0.5000,0.5000
2,0,6,6,0.9874,0,0.8000,0.2000
2,0,9,9,0.9937,0,0.9231,0.0769
2,0,8,8,0.9639,0,0.9668,0.0332
2,0,18,9,0.9327,0,0.9887,0.0113
2,0,2,2,0.5544,0,0.9974,0.0026
2,0,15,6,0.8844,0,0.9993,0.0007
2,0,17,8,0.6340,0,0.9997,0.0003
2,0,11,2,0.9053,0,0.9999,0.0001
2,0,5,5,0.8002,1,0.9998,0.0002
2,0,3,3,0.7325,1,0.9994,0.0006
2,0,1,1,0.9496,0,0.9998,0.0002
2,0,4,4,0.9100,0,0.9999,0.0001
2,0,7,7,0.8135,0,0.9999,0.0001
2,0,14,5,0.8659,0,1.0000,0.0000
2,0,10,1,0.8992,1,1.0000,0.0000
2,0,16,7,0.8729,0,1.0000,0.0000
2,0,12,3,0.9039,0,1.0000,0.0000
2,0,13,4,0.3273,0,1.0000,0.0000
3,-1,-1,-1,-1.0000,0,0.5000,0.5000
3,0,9,9,0.8112,1,0.1250,0.8750
3,0,4,4,0.9991,1,0.0577,0.9423
3,0,7,7,0.9432,1,0.0392,0.9608
3,0,3,3,0.9612,1,0.0134,0.9866
3,0,18,9,0.8428,1,0.0019,0.9981
3,0,2,2,0.8995,1,0.0008,0.9992
3,0,8,8,0.9417,1,0.0002,0.9998
3,0,12,3,0.7515,1,0.0001,0.9999
3,0,17,8,0.9608,1,0.0000,1.0000
3,0,11,2,0.8736,1,0.0000,1.0000
