0,-1,-1,-1,-1.0000,0,0.5000,0.5000
0,0,4,4,1.0000,1,0.3000,0.7000
0,0,8,8,1.0000,1,0.0900,0.9100
0,0,7,7,0.9180,0,0.1292,0.8708
0,0,16,7,0.9258,0,0.1820,0.8180
0,0,17,8,0.9410,1,0.0488,0.9512
0,0,9,9,0.8293,1,0.0073,0.9927
0,0,18,9,0.8044,0,0.0215,0.9785
0,0,13,4,0.8086,1,0.0093,0.9907
0,0,5,5,0.7547,1,0.0031,0.9969
0,0,14,5,0.7516,0,0.0093,0.9907
0,0,6,6,0.7056,1,0.0024,0.9976
0,0,15,6,0.7014,1,0.0006,0.9994
0,0,1,1,0.7002,1,0.0003,0.9997
0,0,10,1,0.7001,1,0.0001,0.9999
0,0,2,2,0.6501,1,0.0001,0.9999
0,0,11,2,0.6500,1,0.0000,1.0000
0,0,3,3,0.6000,1,0.0000,1.0000
0,0,12,3,0.6000,1,0.0000,1.0000
1,-1,-1,-1,-1.0000,0,0.5000,0.5000
1,0,4,4,1.0000,1,0.3000,0.7000
1,0,8,8,1.0000,1,0.0900,0.9100
1,0,7,7,0.9180,1,0.0619,0.9381
1,0,16,7,0.9124,0,0.0900,0.9100
1,0,17,8,0.8950,1,0.0223,0.9777
1,0,9,9,0.8134,1,0.0032,0.9968
1,0,18,9,0.8019,1,0.0005,0.9995
1,0,13,4,0.8002,1,0.0002,0.9998
1,0,5,5,0.7501,0,0.0006,0.9994
1,0,14,5,0.7503,1,0.0002,0.9998
1,0,6,6,0.7001,1,0.0000,1.0000
1,0,15,6,0.7000,1,0.0000,1.0000
1,0,1,1,0.7000,1,0.0000,1.0000
1,0,10,1,0.7000,1,0.0000,1.0000
1,0,2,2,0.6500,1,0.0000,1.0000
1,0,11,2,0.6500,1,0.0000,1.0000
1,0,3,3,0.6000,1,0.0000,1.0000
1,0,12,3,0.6000,1,0.0000,1.0000
2,-1,-1,-1,-1.0000,0,0.5000,0.5000
2,0,4,4,1.0000,0,0.7000,0.3000
2,0,2,2,1.0000,0,0.9100,0.0900
2,0,1,1,0.9360,0,0.9681,0.0319
2,0,10,1,0.9128,1,0.9381,0.0619
2,0,7,7,0.9124,0,0.9579,0.0421
2,0,16,7,0.9084,0,0.9715,0.0285
2,0,11,2,0.8642,0,0.9933,0.0067
2,0,3,3,0.8040,1,0.9801,0.0199
2,0,12,3,0.8119,0,0.9971,0.0029
2,0,13,4,0.8012,0,0.9988,0.0012
2,0,5,5,0.7506,1,0.9963,0.0037
2,0,14,5,0.7519,0,0.9988,0.0012
2,0,6,6,0.7007,0,0.9997,0.0003
2,0,15,6,0.7002,0,0.9999,0.0001
2,0,8,8,0.6500,0,1.0000,0.0000
2,0,17,8,0.6500,0,1.0000,0.0000
2,0,9,9,0.6000,0,1.0000,0.0000
2,0,18,9,0.6000,0,1.0000,0.0000
3,-1,-1,-1,-1.0000,0,0.5000,0.5000
3,0,4,4,1.0000,1,0.3000,0.7000
3,0,8,8,1.0000,1,0.0900,0.9100
3,0,7,7,0.9180,1,0.0619,0.9381
3,0,16,7,0.9124,1,0.0421,0.9579
3,0,17,8,0.8711,1,0.0100,0.9900
3,0,9,9,0.8060,1,0.0014,0.9986
3,0,18,9,0.8009,1,0.0002,0.9998
3,0,13,4,0.8001,1,0.0001,0.9999
3,0,5,5,0.7500,0,0.0003,0.9997
3,0,14,5,0.7501,0,0.0008,0.9992
3,0,6,6,0.7005,1,0.0002,0.9998
3,0,15,6,0.7001,0,0.0008,0.9992
3,0,1,1,0.7003,1,0.0004,0.9996
3,0,10,1,0.7002,1,0.0002,0.9998
3,0,2,2,0.6501,1,0.0001,0.9999
3,0,11,2,0.6500,1,0.0000,1.0000
3,0,3,3,0.6000,1,0.0000,1.0000
3,0,12,3,0.6000,1,0.0000,1.0000
4,-1,-1,-1,-1.0000,0,0.5000,0.5000
4,0,4,4,1.0000,1,0.3000,0.7000
4,0,8,8,1.0000,1,0.0900,0.9100
4,0,7,7,0.9180,0,0.1292,0.8708
4,0,16,7,0.9258,0,0.1820,0.8180
4,0,17,8,0.9410,1,0.0488,0.9512
4,0,9,9,0.8293,0,0.1335,0.8665
4,0,18,9,0.8801,0,0.3161,0.6839
4,0,13,4,0.9264,1,0.1653,0.8347
4,0,5,5,0.8327,1,0.0619,0.9381
4,0,14,5,0.7810,1,0.0215,0.9785
4,0,6,6,0.7129,1,0.0055,0.9945
4,0,15,6,0.7033,1,0.0014,0.9986
4,0,1,1,0.7005,1,0.0007,0.9993
4,0,10,1,0.7003,1,0.0003,0.9997
4,0,2,2,0.6502,1,0.0001,0.9999
4,0,11,2,0.6501,1,0.0001,0.9999
4,0,3,3,0.6000,1,0.0000,1.0000
4,0,12,3,0.6000,1,0.0000,1.0000
5,-1,-1,-1,-1.0000,0,0.5000,0.5000
5,0,4,4,1.0000,1,0.3000,0.7000
5,0,8,8,1.0000,0,0.5100,0.4900
5,0,7,7,0.9980,1,0.4096,0.5904
5,0,16,7,0.9819,0,0.5100,0.4900
5,0,13,4,0.9960,1,0.3085,0.6915
5,0,17,8,0.9958,1,0.0933,0.9067
5,0,9,9,0.8560,0,0.2359,0.7641
5,0,18,9,0.9416,1,0.0423,0.9577
5,0,5,5,0.7711,1,0.0145,0.9855
5,0,14,5,0.7572,1,0.0049,0.9951
5,0,6,6,0.7029,1,0.0012,0.9988
5,0,15,6,0.7007,1,0.0003,0.9997
5,0,1,1,0.7001,0,0.0009,0.9991
5,0,10,1,0.7004,1,0.0005,0.9995
5,0,2,2,0.6502,0,0.0020,0.9980
5,0,11,2,0.6510,1,0.0008,0.9992
5,0,3,3,0.6005,0,0.0057,0.9943
5,0,12,3,0.6034,1,0.0019,0.9981
6,-1,-1,-1,-1.0000,0,0.5000,0.5000
6,0,4,4,1.0000,0,0.7000,0.3000
6,0,2,2,1.0000,1,0.4900,0.5100
6,0,7,7,0.9980,1,0.3904,0.6096
6,0,16,7,0.9781,0,0.4900,0.5100
6,0,13,4,0.9960,1,0.2917,0.7083
6,0,8,8,0.9958,0,0.5000,0.5000
6,0,5,5,1.0000,1,0.2500,0.7500
6,0,17,8,0.9750,1,0.0714,0.9286
6,0,9,9,0.8429,1,0.0109,0.9891
6,0,18,9,0.8065,1,0.0016,0.9984
6,0,14,5,0.7508,1,0.0005,0.9995
6,0,6,6,0.7003,1,0.0001,0.9999
6,0,15,6,0.7001,1,0.0000,1.0000
6,0,1,1,0.7000,1,0.0000,1.0000
6,0,10,1,0.7000,1,0.0000,1.0000
6,0,11,2,0.6500,1,0.0000,1.0000
6,0,3,3,0.6000,1,0.0000,1.0000
6,0,12,3,0.6000,1,0.0000,1.0000
7,-1,-1,-1,-1.0000,0,0.5000,0.5000
7,0,4,4,1.0000,1,0.3000,0.7000
7,0,8,8,1.0000,1,0.0900,0.9100
7,0,7,7,0.9180,1,0.0619,0.9381
7,0,16,7,0.9124,1,0.0421,0.9579
7,0,17,8,0.8711,1,0.0100,0.9900
7,0,9,9,0.8060,1,0.0014,0.9986
7,0,18,9,0.8009,1,0.0002,0.9998
7,0,13,4,0.8001,1,0.0001,0.9999
7,0,5,5,0.7500,0,0.0003,0.9997
7,0,14,5,0.7501,1,0.0001,0.9999
7,0,6,6,0.7001,1,0.0000,1.0000
7,0,15,6,0.7000,0,0.0001,0.9999
7,0,1,1,0.7000,1,0.0000,1.0000
7,0,10,1,0.7000,1,0.0000,1.0000
7,0,2,2,0.6500,1,0.0000,1.0000
7,0,11,2,0.6500,1,0.0000,1.0000
7,0,3,3,0.6000,1,0.0000,1.0000
7,0,12,3,0.6000,1,0.0000,1.0000
8,-1,-1,-1,-1.0000,0,0.5000,0.5000
8,0,4,4,1.0000,0,0.7000,0.3000
8,0,2,2,1.0000,0,0.9100,0.0900
8,0,1,1,0.9360,1,0.8349,0.1651
8,0,10,1,0.9661,1,0.7165,0.2835
8,0,11,2,0.9917,0,0.9163,0.0837
8,0,7,7,0.9167,1,0.8796,0.1204
8,0,16,7,0.9241,1,0.8296,0.1704
8,0,3,3,0.9022,1,0.6187,0.3813
8,0,12,3,0.9712,1,0.3510,0.6490
8,0,9,9,0.9894,1,0.0717,0.9283
8,0,8,8,0.8859,1,0.0175,0.9825
8,0,17,8,0.8588,1,0.0041,0.9959
8,0,18,9,0.8025,1,0.0006,0.9994
8,0,13,4,0.8002,0,0.0014,0.9986
8,0,5,5,0.7507,0,0.0041,0.9959
8,0,14,5,0.7520,1,0.0014,0.9986
8,0,6,6,0.7008,1,0.0003,0.9997
8,0,15,6,0.7002,1,0.0001,0.9999
9,-1,-1,-1,-1.0000,0,0.5000,0.5000
9,0,4,4,1.0000,1,0.3000,0.7000
9,0,8,8,1.0000,0,0.5100,0.4900
9,0,7,7,0.9980,1,0.4096,0.5904
9,0,16,7,0.9819,0,0.5100,0.4900
9,0,13,4,0.9960,1,0.3085,0.6915
9,0,17,8,0.9958,1,0.0933,0.9067
9,0,9,9,0.8560,1,0.0145,0.9855
9,0,18,9,0.8087,1,0.0021,0.9979
9,0,5,5,0.7510,1,0.0007,0.9993
9,0,14,5,0.7503,1,0.0002,0.9998
9,0,6,6,0.7001,1,0.0001,0.9999
9,0,15,6,0.7000,1,0.0000,1.0000
9,0,1,1,0.7000,1,0.0000,1.0000
9,0,10,1,0.7000,1,0.0000,1.0000
9,0,2,2,0.6500,1,0.0000,1.0000
9,0,11,2,0.6500,1,0.0000,1.0000
9,0,3,3,0.6000,1,0.0000,1.0000
9,0,12,3,0.6000,1,0.0000,1.0000
10,-1,-1,-1,-1.0000,0,0.5000,0.5000
10,0,4,4,1.0000,0,0.7000,0.3000
10,0,2,2,1.0000,0,0.9100,0.0900
10,0,1,1,0.9360,1,0.8349,0.1651
10,0,10,1,0.9661,0,0.9381,0.0619
10,0,7,7,0.9124,1,0.9100,0.0900
10,0,16,7,0.9180,0,0.9381,0.0619
10,0,11,2,0.8809,0,0.9850,0.0150
10,0,3,3,0.8090,0,0.9978,0.0022
10,0,12,3,0.8013,0,0.9997,0.0003
10,0,13,4,0.8001,0,0.9999,0.0001
10,0,5,5,0.7501,1,0.9996,0.0004
10,0,14,5,0.7502,0,0.9999,0.0001
10,0,6,6,0.7001,0,1.0000,0.0000
10,0,15,6,0.7000,0,1.0000,0.0000
10,0,8,8,0.6500,0,1.0000,0.0000
10,0,17,8,0.6500,0,1.0000,0.0000
10,0,9,9,0.6000,0,1.0000,0.0000
10,0,18,9,0.6000,0,1.0000,0.0000
11,-1,-1,-1,-1.0000,0,0.5000,0.5000
11,0,4,4,1.0000,0,0.7000,0.3000
11,0,2,2,1.0000,0,0.9100,0.0900
11,0,1,1,0.9360,1,0.8349,0.1651
11,0,10,1,0.9661,0,0.9381,0.0619
11,0,7,7,0.9124,1,0.9100,0.0900
11,0,16,7,0.9180,0,0.9381,0.0619
11,0,11,2,0.8809,0,0.9850,0.0150
11,0,3,3,0.8090,0,0.9978,0.0022
11,0,12,3,0.8013,0,0.9997,0.0003
11,0,13,4,0.8001,0,0.9999,0.0001
11,0,5,5,0.7501,0,1.0000,0.0000
11,0,14,5,0.7500,0,1.0000,0.0000
11,0,6,6,0.7000,0,1.0000,0.0000
11,0,15,6,0.7000,0,1.0000,0.0000
11,0,8,8,0.6500,0,1.0000,0.0000
11,0,17,8,0.6500,0,1.0000,0.0000
11,0,9,9,0.6000,0,1.0000,0.0000
11,0,18,9,0.6000,0,1.0000,0.0000
12,-1,-1,-1,-1.0000,0,0.5000,0.5000
12,0,4,4,1.0000,0,0.7000,0.3000
12,0,2,2,1.0000,0,0.9100,0.0900
12,0,1,1,0.9360,0,0.9681,0.0319
12,0,10,1,0.9128,1,0.9381,0.0619
12,0,7,7,0.9124,1,0.9100,0.0900
12,0,16,7,0.9180,1,0.8708,0.1292
12,0,11,2,0.9146,1,0.7351,0.2649
12,0,3,3,0.9589,0,0.9511,0.0489
12,0,12,3,0.8294,0,0.9927,0.0073
12,0,13,4,0.8029,1,0.9831,0.0169
12,0,5,5,0.7584,0,0.9943,0.0057
12,0,14,5,0.7528,0,0.9981,0.0019
12,0,6,6,0.7011,0,0.9995,0.0005
12,0,15,6,0.7003,0,0.9999,0.0001
12,0,8,8,0.6501,0,1.0000,0.0000
12,0,17,8,0.6500,0,1.0000,0.0000
12,0,9,9,0.6000,0,1.0000,0.0000
12,0,18,9,0.6000,0,1.0000,0.0000
13,-1,-1,-1,-1.0000,0,0.5000,0.5000
13,0,4,4,1.0000,0,0.7000,0.3000
13,0,2,2,1.0000,0,0.9100,0.0900
13,0,1,1,0.9360,1,0.8349,0.1651
13,0,10,1,0.9661,1,0.7165,0.2835
13,0,11,2,0.9917,1,0.5100,0.4900
13,0,7,7,0.9980,1,0.4096,0.5904
13,0,16,7,0.9819,1,0.3163,0.6837
