0,-1,-1,-1,-1.0000,0,0.4500,0.4500,0.5500,0.5500
0,0,3,3,0.9800,1,0.1772,0.6652,0.3348,0.8228
0,0,4,4,0.9839,1,0.0670,0.7868,0.2132,0.9330
0,0,8,8,0.9934,1,0.0101,0.9172,0.0828,0.9899
0,0,7,7,0.9666,0,0.0124,0.8563,0.1437,0.9876
0,0,16,7,0.9787,0,0.0151,0.7625,0.2375,0.9849
0,0,9,9,0.9925,1,0.0010,0.9329,0.0671,0.9990
0,0,17,8,0.9335,1,0.0001,0.9766,0.0234,0.9999
0,0,18,9,0.8640,0,0.0004,0.9165,0.0835,0.9996
0,0,13,4,0.8834,1,0.0001,0.9533,0.0467,0.9999
0,0,5,5,0.8234,1,0.0000,0.9794,0.0206,1.0000
0,0,14,5,0.8103,0,0.0001,0.9225,0.0775,0.9999
0,0,6,6,0.7965,1,0.0000,0.9727,0.0273,1.0000
0,0,15,6,0.7664,1,0.0000,0.9907,0.0093,1.0000
1,-1,-1,-1,-1.0000,0,0.4500,0.4500,0.5500,0.5500
1,0,3,3,0.9800,1,0.1772,0.6652,0.3348,0.8228
1,0,4,4,0.9839,1,0.0670,0.7868,0.2132,0.9330
1,0,8,8,0.9934,1,0.0101,0.9172,0.0828,0.9899
1,0,7,7,0.9666,1,0.0055,0.9312,0.0688,0.9945
1,0,16,7,0.9638,0,0.0067,0.8793,0.1207,0.9933
1,0,17,8,0.9603,1,0.0010,0.9562,0.0438,0.9990
1,0,9,9,0.8763,1,0.0001,0.9896,0.0104,0.9999
2,-1,-1,-1,-1.0000,0,0.4500,0.4500,0.5500,0.5500
2,0,3,3,0.9800,1,0.1772,0.6652,0.3348,0.8228
2,0,4,4,0.9839,0,0.2856,0.3984,0.6016,0.7144
2,0,2,2,0.9992,0,0.5454,0.0864,0.9136,0.4546
2,0,1,1,0.8846,0,0.7252,0.0214,0.9786,0.2748
2,0,10,1,0.8585,1,0.5208,0.0351,0.9649,0.4792
2,0,7,7,0.8570,0,0.5705,0.0192,0.9808,0.4295
2,0,16,7,0.8538,0,0.6188,0.0104,0.9896,0.3812
2,0,11,2,0.8052,0,0.8296,0.0015,0.9985,0.1704
2,0,12,3,0.7509,0,0.9548,0.0001,0.9999,0.0452
2,0,13,4,0.7500,0,0.9751,0.0000,1.0000,0.0249
2,0,5,5,0.7000,1,0.9074,0.0001,0.9999,0.0926
2,0,14,5,0.7000,0,0.9581,0.0000,1.0000,0.0419
2,0,6,6,0.6500,0,0.9856,0.0000,1.0000,0.0144
2,0,15,6,0.6500,0,0.9952,0.0000,1.0000,0.0048
3,-1,-1,-1,-1.0000,0,0.4500,0.4500,0.5500,0.5500
3,0,3,3,0.9800,1,0.1772,0.6652,0.3348,0.8228
3,0,4,4,0.9839,1,0.0670,0.7868,0.2132,0.9330
3,0,8,8,0.9934,1,0.0101,0.9172,0.0828,0.9899
3,0,7,7,0.9666,1,0.0055,0.9312,0.0688,0.9945
3,0,16,7,0.9638,1,0.0030,0.9430,0.0570,0.9970
3,0,17,8,0.9285,1,0.0004,0.9802,0.0198,0.9996
3,0,9,9,0.8619,1,0.0000,0.9954,0.0046,1.0000
4,-1,-1,-1,-1.0000,0,0.4500,0.4500,0.5500,0.5500
4,0,3,3,0.9800,1,0.1772,0.6652,0.3348,0.8228
4,0,4,4,0.9839,1,0.0670,0.7868,0.2132,0.9330
4,0,8,8,0.9934,1,0.0101,0.9172,0.0828,0.9899
4,0,7,7,0.9666,0,0.0124,0.8563,0.1437,0.9876
4,0,16,7,0.9787,0,0.0151,0.7625,0.2375,0.9849
4,0,9,9,0.9925,0,0.0359,0.4579,0.5421,0.9641
